uri,id,birth_place,birth_date,language,recording_dates,subject_refs,interviewers,programs
/repositories/14/resources/7948,HVT-8094,,,eng,2003|2003-01-01|,,,
/repositories/14/resources/6435,HVT-2499,,,eng,1993-10-06|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/24374|/subjects/39082|/subjects/24343|/subjects/23300|/subjects/32911|/subjects/40600|/subjects/36309|/subjects/31389|/subjects/38068|/subjects/26237|/subjects/25774|/subjects/31794|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/34716|/subjects/33303|/subjects/40065|/subjects/35139|/subjects/35324|,/agents/people/40610|,/agents/corporate_entities/6673|
/repositories/14/resources/6788,HVT-2163,,,fre,1992-02-06|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/29362|/subjects/26684|/subjects/31037|/subjects/39082|/subjects/35577|/subjects/28387|/subjects/24343|/subjects/41071|/subjects/23093|/subjects/41600|/subjects/29604|/subjects/27763|/subjects/24980|/subjects/33303|/subjects/30490|/subjects/40065|/subjects/35943|/subjects/35139|,/agents/people/76652|/agents/people/42866|/agents/people/78212|,/agents/corporate_entities/6714|
/repositories/14/resources/8328,HVT-2533,,,eng,1993-01-26|,/subjects/36885|/subjects/35425|/subjects/31833|/subjects/40356|/subjects/33741|/subjects/24980|/subjects/24675|/subjects/35943|,/agents/people/59723|,/agents/corporate_entities/6633|
/repositories/14/resources/8821,HVT-3288,,,rus,1994-08-10|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24374|/subjects/36693|/subjects/41014|/subjects/25435|/subjects/28584|/subjects/29540|/subjects/23783|/subjects/26402|/subjects/39273|/subjects/27887|/subjects/39358|/subjects/24980|/subjects/32086|/subjects/34716|/subjects/23059|/subjects/30490|/subjects/23017|/subjects/33303|/subjects/35139|/subjects/35943|,/agents/people/41012|,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/8930,HVT-2860,,,eng,1995-03-14|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/36478|/subjects/41390|/subjects/24171|/subjects/39671|/subjects/32739|/subjects/25637|/subjects/36075|/subjects/27845|/subjects/25317|/subjects/38106|/subjects/23385|/subjects/27980|/subjects/23869|/subjects/25745|/subjects/39866|/subjects/28716|/subjects/37924|/subjects/32708|/subjects/34813|/subjects/23149|/subjects/33035|/subjects/37313|/subjects/41396|/subjects/36903|/subjects/32354|/subjects/37967|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/35714|/subjects/35139|,/agents/people/41103|,/agents/corporate_entities/6643|
/repositories/14/resources/7680,HVT-3772,,,heb,1995|1995-03-30|1995-04-07|1995-04-16|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/24374|/subjects/37286|/subjects/25324|/subjects/39082|/subjects/39681|/subjects/23300|/subjects/23330|/subjects/31831|/subjects/38016|/subjects/22405|/subjects/34072|/subjects/32911|/subjects/40600|/subjects/27196|/subjects/28998|/subjects/34847|/subjects/29042|/subjects/39570|/subjects/32207|/subjects/32494|/subjects/29476|/subjects/22416|/subjects/28709|/subjects/22646|/subjects/38724|/subjects/26520|/subjects/24980|/subjects/24543|/subjects/31129|/subjects/30490|/subjects/32086|/subjects/23059|/subjects/23017|/subjects/38250|/subjects/35139|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/7220,HVT-3322,,,heb,1993-02-23|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/37286|/subjects/23737|/subjects/39082|/subjects/39681|/subjects/31831|/subjects/23300|/subjects/37775|/subjects/40600|/subjects/30432|/subjects/26497|/subjects/31389|/subjects/29785|/subjects/22416|/subjects/40406|/subjects/23706|/subjects/23869|/subjects/25751|/subjects/31801|/subjects/37574|/subjects/33456|/subjects/31941|/subjects/33470|/subjects/24980|/subjects/31129|/subjects/38912|/subjects/36018|/subjects/30490|/subjects/33303|/subjects/23059|/subjects/29712|/subjects/35139|,/agents/people/40551|/agents/people/57815|,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/9270,HVT-2925,,,yid,1994-04-19|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24374|/subjects/23300|/subjects/39971|/subjects/37867|/subjects/29540|/subjects/23521|/subjects/28325|/subjects/24980|/subjects/32086|/subjects/34716|/subjects/30490|/subjects/23059|/subjects/35139|/subjects/35324|/subjects/26539|,/agents/people/40466|,/agents/corporate_entities/6633|
/repositories/14/resources/6058,HVT-0918,,,eng,1987-04-03|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/37286|/subjects/39082|/subjects/23038|/subjects/23033|/subjects/22109|/subjects/23982|/subjects/27209|/subjects/35214|/subjects/24980|/subjects/31129|/subjects/32086|/subjects/32911|/subjects/35714|/subjects/35139|,/agents/people/40849|/agents/people/40931|,/agents/corporate_entities/6670|
/repositories/14/resources/10394,HVT-3637,,,heb,1994-02-24|1994-03-10|1994-03-28|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/24374|/subjects/39298|/subjects/23300|/subjects/34072|/subjects/31831|/subjects/25435|/subjects/38016|/subjects/22405|/subjects/28387|/subjects/34509|/subjects/25363|/subjects/40600|/subjects/34470|/subjects/31096|/subjects/26982|/subjects/34078|/subjects/31699|/subjects/32092|/subjects/41689|/subjects/31941|/subjects/38724|/subjects/24980|/subjects/24543|/subjects/30490|/subjects/23059|/subjects/34716|/subjects/38250|/subjects/29712|/subjects/23017|/subjects/35139|/subjects/35943|/subjects/35324|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/9758,HVT-4408,,,eng,2007-12-19|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/37286|/subjects/31832|/subjects/23328|/subjects/36226|/subjects/39082|/subjects/24343|/subjects/39298|/subjects/31104|/subjects/23624|/subjects/23869|/subjects/30277|/subjects/31941|/subjects/38724|/subjects/23033|/subjects/24980|/subjects/35714|/subjects/31129|/subjects/30490|/subjects/33303|/subjects/35139|,/agents/people/40446|,/agents/corporate_entities/12966|
/repositories/14/resources/7962,HVT-3267,,,rus,1994-08-02|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/28387|/subjects/24374|/subjects/35577|/subjects/37525|/subjects/23300|/subjects/28672|/subjects/29540|/subjects/35560|/subjects/34577|/subjects/26954|/subjects/24980|/subjects/32086|/subjects/34716|/subjects/30490|/subjects/23059|/subjects/36018|/subjects/35943|/subjects/35139|,/agents/people/85342|/agents/people/40759|,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/8534,HVT-4058,,,fre,1996-02-28|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/34077|/subjects/39082|/subjects/26684|/subjects/31037|/subjects/24374|/subjects/23300|/subjects/24343|/subjects/34072|/subjects/28387|/subjects/40600|/subjects/37739|/subjects/39621|/subjects/33744|/subjects/24819|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/23059|/subjects/30490|/subjects/33303|/subjects/40065|/subjects/35139|/subjects/35943|/subjects/35324|,/agents/people/70171|/agents/people/40539|,/agents/corporate_entities/6614|
/repositories/14/resources/10289,HVT-2026,,,eng,1992-04-20|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/36478|/subjects/41390|/subjects/26179|/subjects/32908|/subjects/23300|/subjects/28128|/subjects/31104|/subjects/36784|/subjects/23093|/subjects/23358|/subjects/31273|/subjects/22646|/subjects/40072|/subjects/32642|/subjects/24980|/subjects/23059|/subjects/36018|/subjects/30490|/subjects/35139|/subjects/35943|,/agents/people/90735|,/agents/corporate_entities/6633|
/repositories/14/resources/6298,HVT-2476,,,eng,1992-10-27|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/22072|/subjects/26684|/subjects/40482|/subjects/25637|/subjects/33705|/subjects/27845|/subjects/26999|/subjects/24980|/subjects/34365|/subjects/30490|/subjects/31129|/subjects/29111|,/agents/people/40904|,/agents/corporate_entities/6643|
/repositories/14/resources/9312,HVT-1173,,,eng,1987-11-18|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/39082|/subjects/29496|/subjects/26684|/subjects/25637|/subjects/27845|/subjects/31777|/subjects/37022|/subjects/35753|/subjects/33470|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/33303|/subjects/23059|/subjects/25486|/subjects/35139|/subjects/35943|/subjects/35324|,/agents/people/58303|/agents/people/48488|/agents/people/41157|,/agents/corporate_entities/6735|
/repositories/14/resources/10231,HVT-1489,,,eng,1989-12-17|1990-01-07|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/39971|/subjects/23300|/subjects/22554|/subjects/36512|/subjects/37286|/subjects/38307|/subjects/26804|/subjects/35981|/subjects/40600|/subjects/26497|/subjects/26569|/subjects/26520|/subjects/40467|/subjects/31794|/subjects/24980|/subjects/30490|/subjects/32086|/subjects/29712|/subjects/32911|/subjects/23059|/subjects/35943|/subjects/35139|/subjects/38912|,/agents/people/80204|/agents/people/42023|/agents/people/42786|,/agents/corporate_entities/6657|
/repositories/14/resources/8701,HVT-1523,,,eng,1989-03-08|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/37286|/subjects/36536|/subjects/39082|/subjects/37410|/subjects/24343|/subjects/26684|/subjects/32911|/subjects/28387|/subjects/40600|/subjects/26290|/subjects/23033|/subjects/24932|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/35139|/subjects/35943|/subjects/35324|,/agents/people/91810|/agents/people/40471|,/agents/corporate_entities/6644|
/repositories/14/resources/7894,HVT-0762,,,eng,1986-06-29|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26638|/subjects/26804|/subjects/37286|/subjects/26159|/subjects/39082|/subjects/24374|/subjects/29303|/subjects/32908|/subjects/22339|/subjects/25299|/subjects/29419|/subjects/38842|/subjects/39570|/subjects/30432|/subjects/38014|/subjects/25317|/subjects/22646|/subjects/32585|/subjects/24980|/subjects/32086|/subjects/24543|/subjects/30490|/subjects/36018|/subjects/34716|/subjects/23059|/subjects/35139|,/agents/people/71376|/agents/people/41488|,/agents/corporate_entities/6622|
/repositories/14/resources/6535,HVT-1870,,,eng,1991-11-05|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/39074|/subjects/24932|/subjects/22646|/subjects/41655|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/30490|/subjects/23059|/subjects/35139|,/agents/people/40454|,/agents/corporate_entities/6633|
/repositories/14/resources/9534,HVT-0298,,,eng,1984-11-05|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/37410|/subjects/26817|/subjects/24980|/subjects/23636|/subjects/26684|/subjects/30350|/subjects/36919|/subjects/41459|/subjects/23869|/subjects/23018|/subjects/23059|/subjects/30490|/subjects/35324|,/agents/people/40534|,/agents/corporate_entities/6671|
/repositories/14/resources/6925,HVT-0332,,,eng,1984-08-07|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/39082|/subjects/37286|/subjects/29006|/subjects/28387|/subjects/38014|/subjects/40600|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/35943|/subjects/35139|,/agents/people/62193|,/agents/corporate_entities/6656|
/repositories/14/resources/8287,HVT-0627,,,eng,1985-11-04|1985-11-11|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/38166|/subjects/24374|/subjects/39082|/subjects/34072|/subjects/37286|/subjects/33370|/subjects/40600|/subjects/23668|/subjects/34761|/subjects/31012|/subjects/40402|/subjects/26451|/subjects/24343|/subjects/24980|/subjects/23059|/subjects/30490|/subjects/34716|/subjects/33303|/subjects/26539|/subjects/31379|,/agents/people/40547|/agents/people/40534|,/agents/corporate_entities/6671|
/repositories/14/resources/8137,HVT-3908,,,heb,1998-01-06|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/25591|/subjects/26684|/subjects/31037|/subjects/36833|/subjects/29111|/subjects/39082|/subjects/31870|/subjects/40482|/subjects/22554|/subjects/31104|/subjects/25317|/subjects/24004|/subjects/24278|/subjects/24980|/subjects/32086|/subjects/23059|/subjects/40065|/subjects/33303|/subjects/30490|/subjects/35139|/subjects/35324|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/10084,HVT-1935,,,yid,1991-11-27|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/25652|/subjects/37286|/subjects/23300|/subjects/24374|/subjects/39971|/subjects/28387|/subjects/37378|/subjects/27831|/subjects/26939|/subjects/24980|/subjects/30490|/subjects/34716|/subjects/35139|/subjects/35943|,/agents/people/41233|,/agents/corporate_entities/6633|
/repositories/14/resources/9369,HVT-0277,,,eng,1982-11-30|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26684|/subjects/39082|/subjects/24374|/subjects/39298|/subjects/37286|/subjects/22184|/subjects/32911|/subjects/30350|/subjects/26146|/subjects/37682|/subjects/31533|/subjects/28963|/subjects/35653|/subjects/24980|/subjects/35139|/subjects/35943|/subjects/34716|/subjects/33303|/subjects/35324|,/agents/people/42836|,/agents/corporate_entities/6807|
/repositories/14/resources/9575,HVT-4234,,,fre,1999|1999-07-22|1999-07-23|1999-07-27|,/subjects/36885|/subjects/35425|/subjects/36084|/subjects/31833|/subjects/34503|/subjects/37775|/subjects/23300|/subjects/33351|/subjects/35854|/subjects/39082|/subjects/31037|/subjects/26684|/subjects/23530|/subjects/30915|/subjects/40482|/subjects/41420|/subjects/24343|/subjects/41071|/subjects/23093|/subjects/29636|/subjects/24980|/subjects/28759|/subjects/33303|/subjects/35139|/subjects/35324|,/agents/people/40539|,/agents/corporate_entities/6614|
/repositories/14/resources/6359,HVT-1036,,,eng,1987-03-19|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/32911|/subjects/39082|/subjects/37286|/subjects/36226|/subjects/23462|/subjects/23328|/subjects/24343|/subjects/29111|/subjects/41533|/subjects/40600|/subjects/24980|/subjects/35943|/subjects/33303|/subjects/30490|/subjects/35139|,/agents/people/78256|/agents/people/89647|,/agents/corporate_entities/6644|
/repositories/14/resources/9237,HVT-1466,,,eng,1990-02-21|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/36478|/subjects/41390|/subjects/37104|/subjects/39082|/subjects/23510|/subjects/22416|/subjects/34461|/subjects/22826|/subjects/22646|/subjects/22106|/subjects/24980|/subjects/31129|/subjects/32727|/subjects/22134|/subjects/36419|,/agents/people/80204|/agents/people/42023|,/agents/corporate_entities/6657|
/repositories/14/resources/10046,HVT-1348,,,eng,1989-05-07|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/38166|/subjects/23530|/subjects/23982|/subjects/32965|/subjects/24980|/subjects/35714|/subjects/30490|/subjects/33303|/subjects/35139|,/agents/people/80204|/agents/people/42023|/agents/people/44040|,/agents/corporate_entities/6657|
/repositories/14/resources/8045,HVT-3375,,,heb,1992-06-26|1992-07-03|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/32280|/subjects/29362|/subjects/39082|/subjects/37286|/subjects/23000|/subjects/22405|/subjects/38016|/subjects/39474|/subjects/34072|/subjects/25363|/subjects/34509|/subjects/25248|/subjects/23982|/subjects/34299|/subjects/28325|/subjects/31941|/subjects/39042|/subjects/26693|/subjects/33542|/subjects/30254|/subjects/38921|/subjects/29980|/subjects/40183|/subjects/34957|/subjects/39058|/subjects/40289|/subjects/28870|/subjects/26497|/subjects/24166|/subjects/41385|/subjects/35328|/subjects/38724|/subjects/25580|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/26539|/subjects/33303|/subjects/30490|/subjects/35324|/subjects/35139|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/6309,HVT-2837,,,rus,1994-12-11|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/30674|/subjects/39082|/subjects/23300|/subjects/24374|/subjects/29540|/subjects/34735|/subjects/25577|/subjects/22416|/subjects/34577|/subjects/24980|/subjects/32086|/subjects/34716|/subjects/30490|/subjects/33303|/subjects/35139|,/agents/people/41630|/agents/people/41631|,/agents/corporate_entities/6657|
/repositories/14/resources/7159,HVT-1718,,,eng,1990-11-05|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/22405|/subjects/32986|/subjects/40482|/subjects/37286|/subjects/29006|/subjects/39082|/subjects/32911|/subjects/40966|/subjects/40600|/subjects/38014|/subjects/37967|/subjects/31794|/subjects/24980|/subjects/35324|,/agents/people/40547|/agents/people/40534|,/agents/corporate_entities/6633|
/repositories/14/resources/9895,HVT-3725,,,ger,1996-06-20|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/28714|/subjects/39082|/subjects/40482|/subjects/37410|/subjects/25637|/subjects/27845|/subjects/24980|/subjects/35139|/subjects/23059|/subjects/30490|/subjects/31129|,/agents/people/41250|/agents/people/49708|,/agents/corporate_entities/6724|
/repositories/14/resources/6285,HVT-2564,,,eng,1993-06-17|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/23640|/subjects/29362|/subjects/24374|/subjects/23300|/subjects/32911|/subjects/40600|/subjects/24980|/subjects/26497|/subjects/38014|/subjects/38003|/subjects/22646|/subjects/31129|/subjects/30490|/subjects/24543|/subjects/23059|/subjects/38250|/subjects/35139|/subjects/26539|,/agents/people/40646|,/agents/corporate_entities/6633|
/repositories/14/resources/8205,HVT-0559,,,eng,1985-05-19|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/37286|/subjects/35381|/subjects/39082|/subjects/35577|/subjects/40600|/subjects/31779|/subjects/24980|/subjects/32086|/subjects/33303|/subjects/35139|/subjects/35943|,,/agents/corporate_entities/6622|
/repositories/14/resources/8964,HVT-2134,,,eng,1992-05-13|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26999|/subjects/39681|/subjects/26804|/subjects/24806|/subjects/37286|/subjects/30398|/subjects/24374|/subjects/39082|/subjects/30915|/subjects/24343|/subjects/26594|/subjects/22072|/subjects/36226|/subjects/23328|/subjects/37410|/subjects/25637|/subjects/24980|/subjects/34650|/subjects/23601|/subjects/24163|/subjects/26434|/subjects/34365|/subjects/31129|/subjects/32086|/subjects/23059|/subjects/34716|/subjects/35139|/subjects/35324|,/agents/people/40596|/agents/people/43410|,/agents/corporate_entities/6673|
/repositories/14/resources/7207,HVT-0109,,,eng,1980-04-28|,/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/32908|/subjects/26179|/subjects/25264|/subjects/24932|/subjects/24980|/subjects/30490|/subjects/23059|/subjects/36018|,/agents/people/40474|,/agents/corporate_entities/6652|
/repositories/14/resources/9352,HVT-2421,,,eng,1993-02-17|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/23530|/subjects/30350|/subjects/27519|/subjects/23869|/subjects/35807|/subjects/31533|/subjects/24980|/subjects/33303|/subjects/30490|/subjects/35139|,/agents/people/48580|,/agents/corporate_entities/6673|
/repositories/14/resources/8345,HVT-2071,,,eng,1992-04-27|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/24374|/subjects/37286|/subjects/28635|/subjects/23655|/subjects/23300|/subjects/39082|/subjects/40600|/subjects/38014|/subjects/23850|/subjects/24817|/subjects/26745|/subjects/26497|/subjects/34761|/subjects/39704|/subjects/30926|/subjects/34410|/subjects/34577|/subjects/26982|/subjects/41070|/subjects/26954|/subjects/39753|/subjects/22646|/subjects/24980|/subjects/31129|/subjects/30490|/subjects/24543|/subjects/35139|/subjects/35324|,/agents/people/40557|/agents/people/40534|,/agents/corporate_entities/6633|
/repositories/14/resources/10358,HVT-3230,,,fre,1995-03-30|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/41324|/subjects/22405|/subjects/26179|/subjects/27257|/subjects/39082|/subjects/29496|/subjects/24374|/subjects/30915|/subjects/31037|/subjects/39298|/subjects/24343|/subjects/24932|/subjects/27848|/subjects/24911|/subjects/40072|/subjects/39649|/subjects/22646|/subjects/24980|/subjects/23059|/subjects/40065|/subjects/37459|/subjects/35943|/subjects/30490|/subjects/35139|/subjects/33303|/subjects/28759|/subjects/35324|,/agents/people/66391|,/agents/corporate_entities/6714|
/repositories/14/resources/8766,HVT-2972,,,ger,1995-03-29|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/36478|/subjects/41390|/subjects/26999|/subjects/25637|/subjects/35112|/subjects/37022|/subjects/33705|/subjects/29153|/subjects/33470|/subjects/39981|/subjects/37670|/subjects/24980|/subjects/31129|/subjects/34365|/subjects/33303|/subjects/30490|,/agents/people/41883|,/agents/corporate_entities/12966|
/repositories/14/resources/6464,HVT-3660,,,slo,1995-02-11|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/26684|/subjects/31037|/subjects/36833|/subjects/38166|/subjects/35151|/subjects/24343|/subjects/39082|/subjects/25290|/subjects/22554|/subjects/31104|/subjects/28501|/subjects/39440|/subjects/25317|/subjects/36741|/subjects/24980|/subjects/35334|/subjects/33303|/subjects/35139|/subjects/35943|/subjects/37459|,/agents/people/41415|/agents/people/69031|,/agents/corporate_entities/6663|
/repositories/14/resources/6871,HVT-0365,,,eng,1983-10-30|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/36478|/subjects/41390|/subjects/39082|/subjects/40600|/subjects/24341|/subjects/41099|/subjects/24980|/subjects/38883|/subjects/23909|/subjects/27845|/subjects/34650|/subjects/29515|/subjects/37653|/subjects/31129|/subjects/30490|/subjects/35139|,,/agents/corporate_entities/6622|
/repositories/14/resources/8105,HVT-2358,,,eng,1990-11-29|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/26684|/subjects/29111|/subjects/23328|/subjects/39082|/subjects/30915|/subjects/34072|/subjects/39298|/subjects/29362|/subjects/25248|/subjects/35825|/subjects/39799|/subjects/25451|/subjects/31104|/subjects/37632|/subjects/31777|/subjects/34324|/subjects/23869|/subjects/39241|/subjects/38724|/subjects/31273|/subjects/26124|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/35714|/subjects/35943|/subjects/35139|/subjects/35324|,/agents/people/40596|/agents/people/45068|,/agents/corporate_entities/6673|
/repositories/14/resources/8349,HVT-0735,,,eng,1985-11-10|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/22405|/subjects/39742|/subjects/22435|/subjects/41390|/subjects/36478|/subjects/34072|/subjects/25637|/subjects/27845|/subjects/29153|/subjects/39981|/subjects/25886|/subjects/34486|/subjects/22998|/subjects/35653|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/23059|/subjects/30490|/subjects/35324|/subjects/36419|/subjects/35139|,/agents/people/41448|/agents/people/40698|,/agents/corporate_entities/6725|
/repositories/14/resources/8371,HVT-2708,,,eng,1993-12-02|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/41014|/subjects/29496|/subjects/28128|/subjects/30350|/subjects/23869|/subjects/25317|/subjects/24980|/subjects/31129|/subjects/23059|/subjects/30490|/subjects/35139|,/agents/people/40646|,/agents/corporate_entities/6633|
/repositories/14/resources/8176,HVT-1827,,,heb,1986|1986-07-24|1986-09-16|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/23640|/subjects/39681|/subjects/28355|/subjects/38014|/subjects/30542|/subjects/26497|/subjects/24980|/subjects/23059|/subjects/29712|/subjects/35139|,/agents/people/56658|/agents/people/41362|,/agents/corporate_entities/6624|
/repositories/14/resources/6739,HVT-3549,,,heb,1993-03-18|1993-05-27|1993-05-30|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/37052|/subjects/22405|/subjects/32986|/subjects/40591|/subjects/40482|/subjects/23300|/subjects/39082|/subjects/39681|/subjects/37286|/subjects/24823|/subjects/32332|/subjects/41420|/subjects/23530|/subjects/24343|/subjects/34072|/subjects/40600|/subjects/25992|/subjects/26982|/subjects/31012|/subjects/35790|/subjects/24980|/subjects/38912|/subjects/30490|/subjects/23059|/subjects/33303|/subjects/40065|/subjects/35139|/subjects/35324|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/7956,HVT-1574,,,eng,1990-05-20|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/23300|/subjects/30350|/subjects/23869|/subjects/24980|/subjects/35139|/subjects/30490|/subjects/23059|/subjects/36018|,/agents/people/90735|/agents/people/41458|,/agents/corporate_entities/6633|
/repositories/14/resources/9500,HVT-4326,,,eng,2004-10-06|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/36478|/subjects/41390|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/31104|/subjects/41459|/subjects/27845|/subjects/29153|/subjects/30701|/subjects/24842|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/30490|,/agents/people/40446|/agents/people/70874|,/agents/corporate_entities/12966|
/repositories/14/resources/7545,HVT-3119,,,ger,1995-06-14|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/28714|/subjects/22554|/subjects/25719|/subjects/37775|/subjects/39082|/subjects/40482|/subjects/25637|/subjects/27845|/subjects/39984|/subjects/38852|/subjects/39125|/subjects/34624|/subjects/31777|/subjects/37246|/subjects/24980|/subjects/31129|/subjects/35139|,/agents/people/88008|/agents/people/44616|,/agents/corporate_entities/6724|
/repositories/14/resources/9019,HVT-1124,,,eng,1988-12-15|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/39971|/subjects/29496|/subjects/36478|/subjects/41390|/subjects/30219|/subjects/37410|/subjects/25637|/subjects/37135|/subjects/41377|/subjects/23850|/subjects/23056|/subjects/26999|/subjects/24980|/subjects/30490|/subjects/31129|/subjects/34365|/subjects/36018|/subjects/23059|,,/agents/corporate_entities/12966|
/repositories/14/resources/9400,HVT-9001,,,eng,1987|1987-03-30|,,,
