uri,id,birth_place,birth_date,language,recording_dates,subject_refs,interviewers,programs
/repositories/14/resources/8231,HVT-3154,,,spa,1994-07-08|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/37286|/subjects/39082|/subjects/40600|/subjects/31777|/subjects/22109|/subjects/23033|/subjects/24980|/subjects/31129|/subjects/35139|,/agents/people/65686|,/agents/corporate_entities/6688|
/repositories/14/resources/8779,HVT-1169,,,eng,1988-07-13|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/24374|/subjects/37286|/subjects/26159|/subjects/39082|/subjects/22339|/subjects/36871|/subjects/28457|/subjects/25299|/subjects/24980|/subjects/24543|/subjects/34716|/subjects/30490|/subjects/23059|/subjects/35139|,/agents/people/86708|/agents/people/40649|,/agents/corporate_entities/6686|
/repositories/14/resources/8201,HVT-1493,,,eng,1990-03-18|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/37286|/subjects/23328|/subjects/26804|/subjects/25818|/subjects/32816|/subjects/31831|/subjects/23300|/subjects/24374|/subjects/27855|/subjects/40600|/subjects/24980|/subjects/33116|/subjects/39199|/subjects/35406|/subjects/23463|/subjects/23017|/subjects/28759|/subjects/30490|/subjects/26539|/subjects/23059|/subjects/38250|/subjects/24543|/subjects/29712|/subjects/32086|/subjects/32911|/subjects/34716|/subjects/35139|,/agents/people/80204|/agents/people/42023|/agents/people/41121|,/agents/corporate_entities/6657|
/repositories/14/resources/9439,HVT-3504,,,srp,1995-08-15|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/38492|/subjects/31833|/subjects/34631|/subjects/37410|/subjects/24047|/subjects/22405|/subjects/39971|/subjects/23510|/subjects/25800|/subjects/22446|/subjects/40226|/subjects/41438|/subjects/39080|/subjects/22238|/subjects/27586|/subjects/37174|/subjects/37636|/subjects/33519|/subjects/36341|/subjects/35176|/subjects/33146|/subjects/24980|/subjects/26812|/subjects/36018|/subjects/30490|/subjects/41132|/subjects/35139|,/agents/people/81600|,/agents/corporate_entities/12966|
/repositories/14/resources/6704,HVT-1539,,,eng,1991-12-11|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/34646|/subjects/37286|/subjects/24823|/subjects/26817|/subjects/39971|/subjects/39082|/subjects/24343|/subjects/29496|/subjects/39298|/subjects/26684|/subjects/29476|/subjects/40600|/subjects/25992|/subjects/27478|/subjects/32879|/subjects/24980|/subjects/23059|/subjects/29712|/subjects/37459|/subjects/35139|/subjects/35943|/subjects/35324|,/agents/people/74299|/agents/people/41423|,/agents/corporate_entities/6637|
/repositories/14/resources/7479,HVT-3857,,,slo,1996-01-04|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/34617|/subjects/38983|/subjects/31104|/subjects/23385|/subjects/35746|/subjects/27301|/subjects/41122|/subjects/23282|/subjects/22233|/subjects/31486|/subjects/28168|/subjects/30522|/subjects/24980|/subjects/23059|/subjects/33891|/subjects/30490|/subjects/35139|/subjects/35943|,/agents/people/40499|/agents/people/70603|,/agents/corporate_entities/6663|
/repositories/14/resources/9251,HVT-0778,,,eng,1986-11-08|,/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/41390|/subjects/36478|/subjects/30827|/subjects/32407|/subjects/25637|/subjects/33338|/subjects/26999|/subjects/27845|/subjects/24980|/subjects/34365|/subjects/30490|/subjects/35324|/subjects/36485|,/agents/people/70023|/agents/people/40451|,/agents/corporate_entities/6671|
/repositories/14/resources/7906,HVT-2745,,,eng,1993-11-21|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/23300|/subjects/39082|/subjects/29812|/subjects/23655|/subjects/38016|/subjects/22405|/subjects/40600|/subjects/25748|/subjects/41689|/subjects/26982|/subjects/30524|/subjects/29001|/subjects/22888|/subjects/24852|/subjects/38014|/subjects/34130|/subjects/31794|/subjects/24980|/subjects/35139|,/agents/people/76575|,/agents/corporate_entities/6657|
/repositories/14/resources/7337,HVT-0282,,,eng,1983-09-26|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/37286|/subjects/36660|/subjects/23328|/subjects/36226|/subjects/29111|/subjects/24343|/subjects/39082|/subjects/34072|/subjects/36919|/subjects/31104|/subjects/25317|/subjects/24980|/subjects/31129|/subjects/33303|/subjects/35139|/subjects/35943|/subjects/35324|,/agents/people/43186|,/agents/corporate_entities/7019|
/repositories/14/resources/6870,HVT-0328,,,eng,1983-07-15|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/37286|/subjects/23160|/subjects/22554|/subjects/23300|/subjects/40600|/subjects/23942|/subjects/26982|/subjects/24980|/subjects/35943|/subjects/35139|/subjects/23059|/subjects/30490|/subjects/33303|/subjects/36018|/subjects/32086|,/agents/people/84690|,/agents/corporate_entities/6707|
/repositories/14/resources/6823,HVT-2315,,,eng,1992-06-14|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/38166|/subjects/41014|/subjects/22554|/subjects/28128|/subjects/24932|/subjects/30196|/subjects/22646|/subjects/40169|/subjects/32797|/subjects/27534|/subjects/31690|/subjects/24980|/subjects/32086|/subjects/30490|/subjects/35943|/subjects/23059|/subjects/35139|,/agents/people/42944|,/agents/corporate_entities/6622|
/repositories/14/resources/9297,HVT-3912,,,heb,1998-01-15|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/39082|/subjects/41014|/subjects/23300|/subjects/37286|/subjects/30022|/subjects/38166|/subjects/24374|/subjects/24343|/subjects/32911|/subjects/40600|/subjects/38278|/subjects/38014|/subjects/35653|/subjects/24980|/subjects/32086|/subjects/23059|/subjects/35139|/subjects/40065|/subjects/31379|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/6066,HVT-2600,,,eng,1993-04-26|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/37286|/subjects/39082|/subjects/26684|/subjects/24374|/subjects/30915|/subjects/32911|/subjects/40600|/subjects/29952|/subjects/24980|/subjects/38014|/subjects/25317|/subjects/33470|/subjects/32086|/subjects/33303|/subjects/35943|/subjects/35139|/subjects/26539|,/agents/people/40646|,/agents/corporate_entities/6633|
/repositories/14/resources/6026,HVT-1885,,,eng,1992-07-27|,/subjects/36885|/subjects/35425|/subjects/34631|/subjects/40356|/subjects/33741|/subjects/28291|/subjects/28441|/subjects/24980|/subjects/32727|/subjects/32911|/subjects/35139|,/agents/people/40466|,/agents/corporate_entities/6633|
/repositories/14/resources/6652,HVT-0797,,,eng,1986-12-14|1986-12-19|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/35577|/subjects/24343|/subjects/39082|/subjects/25637|/subjects/27845|/subjects/29000|/subjects/26451|/subjects/31012|/subjects/31543|/subjects/24980|/subjects/37022|/subjects/35139|/subjects/31129|,/agents/people/42524|,/agents/corporate_entities/6622|
/repositories/14/resources/7343,HVT-2250,,,eng,1992-12-07|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/37286|/subjects/29006|/subjects/39082|/subjects/23328|/subjects/23300|/subjects/28291|/subjects/38014|/subjects/40600|/subjects/38647|/subjects/24980|/subjects/32086|/subjects/35324|/subjects/35139|/subjects/35943|,/agents/people/40547|/agents/people/40534|,/agents/corporate_entities/6633|
/repositories/14/resources/6537,HVT-3011,,,eng,1994-12-09|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/28675|/subjects/34631|/subjects/38166|/subjects/39371|/subjects/22554|/subjects/38418|/subjects/27739|/subjects/23174|/subjects/32206|/subjects/24980|/subjects/23059|/subjects/30490|/subjects/32086|/subjects/35139|/subjects/35943|,/agents/people/81600|,
/repositories/14/resources/7817,HVT-1186,,,eng,1989-04-29|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/39082|/subjects/38166|/subjects/24374|/subjects/39298|/subjects/25637|/subjects/25586|/subjects/26427|/subjects/23996|/subjects/31926|/subjects/26999|/subjects/27845|/subjects/31795|/subjects/37022|/subjects/32911|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/34365|/subjects/24343|/subjects/35139|/subjects/35324|/subjects/33303|/subjects/30490|,/agents/people/40534|/agents/people/42808|,/agents/corporate_entities/12966|
/repositories/14/resources/6487,HVT-2483,,,eng,1993-02-26|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/37286|/subjects/24513|/subjects/23300|/subjects/41014|/subjects/25591|/subjects/38166|/subjects/40600|/subjects/35791|/subjects/31012|/subjects/31794|/subjects/24980|/subjects/32086|/subjects/24543|/subjects/23059|/subjects/30490|/subjects/26539|/subjects/35139|/subjects/35324|,/agents/people/40904|,/agents/corporate_entities/6643|
/repositories/14/resources/7417,HVT-2179,,,eng,1992-03-08|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/36512|/subjects/37286|/subjects/31831|/subjects/38166|/subjects/23300|/subjects/26497|/subjects/40600|/subjects/24980|/subjects/31129|/subjects/23059|/subjects/28759|/subjects/30490|/subjects/36018|/subjects/28673|,,/agents/corporate_entities/6633|
/repositories/14/resources/10194,HVT-0144,,,eng,1979|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/38166|/subjects/39082|/subjects/37286|/subjects/29006|/subjects/24980|/subjects/27363|/subjects/40600|/subjects/38014|/subjects/35653|/subjects/31129|/subjects/32911|,,/agents/corporate_entities/6652|
/repositories/14/resources/9431,HVT-2529,,,eng,1993-03-15|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/37286|/subjects/33295|/subjects/23530|/subjects/32911|/subjects/39082|/subjects/40600|/subjects/24008|/subjects/28481|/subjects/27845|/subjects/33470|/subjects/22646|/subjects/24980|/subjects/32086|/subjects/29712|/subjects/23059|/subjects/36018|/subjects/33303|/subjects/35139|,/agents/people/40646|,/agents/corporate_entities/6633|
/repositories/14/resources/7283,HVT-0514,,,eng,1985-01-16|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23300|/subjects/38166|/subjects/32911|/subjects/40600|/subjects/39704|/subjects/32894|/subjects/29985|/subjects/22420|/subjects/31012|/subjects/38049|/subjects/31104|/subjects/24980|/subjects/32086|/subjects/23059|/subjects/33303|/subjects/30490|/subjects/31129|/subjects/35139|,/agents/people/41089|,/agents/corporate_entities/6656|
/repositories/14/resources/7667,HVT-3292,,,rus,1994-08-11|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/37286|/subjects/25652|/subjects/24374|/subjects/23300|/subjects/40814|/subjects/29540|/subjects/31005|/subjects/28028|/subjects/24980|/subjects/32086|/subjects/30490|/subjects/23059|/subjects/34716|/subjects/35139|/subjects/35943|,/agents/people/85342|/agents/people/40759|,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/9468,HVT-1755,,,eng,1991-01-27|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/24639|/subjects/39082|/subjects/36226|/subjects/23510|/subjects/36017|/subjects/41459|/subjects/37365|/subjects/22451|/subjects/34195|/subjects/31068|/subjects/29299|/subjects/23453|/subjects/35807|/subjects/24980|/subjects/35714|/subjects/33303|/subjects/35139|,/agents/people/41233|,/agents/corporate_entities/6633|
/repositories/14/resources/7412,HVT-3768,,,eng,1998-07-28|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24374|/subjects/23364|/subjects/41014|/subjects/23982|/subjects/35783|/subjects/31941|/subjects/24413|/subjects/26520|/subjects/38724|/subjects/37722|/subjects/24980|/subjects/32086|/subjects/34716|/subjects/35943|/subjects/38912|/subjects/35139|,,/agents/corporate_entities/12966|
/repositories/14/resources/5911,HVT-0847,,,eng,1987-03-09|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/24374|/subjects/24343|/subjects/28387|/subjects/40600|/subjects/32029|/subjects/37401|/subjects/24008|/subjects/25748|/subjects/24604|/subjects/33338|/subjects/25056|/subjects/31794|/subjects/30597|/subjects/24980|/subjects/35139|/subjects/35943|/subjects/35324|/subjects/37459|/subjects/30490|,/agents/people/40471|,/agents/corporate_entities/6644|
/repositories/14/resources/9229,HVT-4107,,,eng,2001-06-13|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/24639|/subjects/23300|/subjects/32911|/subjects/25585|/subjects/31205|/subjects/23869|/subjects/24980|/subjects/35139|/subjects/30490|/subjects/23059|/subjects/36018|,,/agents/corporate_entities/12966|
/repositories/14/resources/7139,HVT-1305,,,srp,1989-12-17|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/23300|/subjects/39082|/subjects/24374|/subjects/38492|/subjects/28387|/subjects/23510|/subjects/34973|/subjects/22446|/subjects/31359|/subjects/24980|/subjects/31129|/subjects/30490|/subjects/33303|/subjects/23017|/subjects/35139|/subjects/35943|,/agents/people/81600|,/agents/corporate_entities/6694|
/repositories/14/resources/10100,HVT-3338,,,heb,1992-03-30|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/29362|/subjects/37286|/subjects/28635|/subjects/39082|/subjects/30915|/subjects/39681|/subjects/39070|/subjects/31831|/subjects/26325|/subjects/37775|/subjects/31037|/subjects/26684|/subjects/23530|/subjects/24374|/subjects/24343|/subjects/36226|/subjects/34072|/subjects/40600|/subjects/31012|/subjects/32874|/subjects/28195|/subjects/26497|/subjects/31941|/subjects/28873|/subjects/22646|/subjects/31861|/subjects/25317|/subjects/38724|/subjects/24980|/subjects/32086|/subjects/38912|/subjects/36018|/subjects/23059|/subjects/40065|/subjects/33303|/subjects/30490|/subjects/37459|/subjects/35943|/subjects/26539|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/7542,HVT-1610,,,eng,1991-03-13|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/40943|/subjects/37286|/subjects/32908|/subjects/32199|/subjects/24402|/subjects/31673|/subjects/23869|/subjects/24980|/subjects/32086|/subjects/30490|/subjects/36018|/subjects/23059|/subjects/33046|/subjects/33303|/subjects/35324|/subjects/35139|,/agents/people/44609|/agents/people/41209|,/agents/corporate_entities/6725|
/repositories/14/resources/10035,HVT-0902,,,eng,1987-05-18|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/22072|/subjects/39082|/subjects/37286|/subjects/40943|/subjects/23300|/subjects/23033|/subjects/22416|/subjects/31104|/subjects/26457|/subjects/34930|/subjects/36411|/subjects/39050|/subjects/23869|/subjects/27209|/subjects/24980|/subjects/36018|/subjects/35139|/subjects/30490|/subjects/23059|,/agents/people/40557|/agents/people/42748|,/agents/corporate_entities/6671|
/repositories/14/resources/7140,HVT-4412,,,eng,2008-02-25|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/37286|/subjects/27220|/subjects/37775|/subjects/24374|/subjects/23328|/subjects/37410|/subjects/39971|/subjects/31357|/subjects/40600|/subjects/30132|/subjects/27845|/subjects/39377|/subjects/36674|/subjects/27138|/subjects/23093|/subjects/24980|/subjects/32086|/subjects/23059|/subjects/30490|/subjects/33303|/subjects/34716|/subjects/35139|,/agents/people/40446|,/agents/corporate_entities/12966|
/repositories/14/resources/6492,HVT-1240,,,eng,1988-05-25|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/36478|/subjects/41390|/subjects/26999|/subjects/39298|/subjects/25637|/subjects/24266|/subjects/31926|/subjects/23056|/subjects/22646|/subjects/32826|/subjects/39981|/subjects/35653|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/34365|/subjects/35139|/subjects/35943|/subjects/26539|,/agents/people/41775|/agents/people/40471|,/agents/corporate_entities/6644|
/repositories/14/resources/6957,HVT-3787,,,heb,1995-07-06|1995-07-14|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/24374|/subjects/37286|/subjects/26854|/subjects/27915|/subjects/39082|/subjects/23300|/subjects/31831|/subjects/23330|/subjects/34072|/subjects/38016|/subjects/22405|/subjects/28387|/subjects/40600|/subjects/38945|/subjects/39393|/subjects/39570|/subjects/29605|/subjects/27845|/subjects/22646|/subjects/26520|/subjects/38724|/subjects/38014|/subjects/24980|/subjects/24543|/subjects/34716|/subjects/30490|/subjects/35943|/subjects/35139|/subjects/23017|/subjects/38250|/subjects/23059|/subjects/29712|,,/agents/corporate_entities/12966|/agents/corporate_entities/6680|
/repositories/14/resources/7818,HVT-4042,,,fre,1996-03-27|1996-05-22|,/subjects/35854|/subjects/36885|/subjects/35425|/subjects/36084|/subjects/34503|/subjects/37775|/subjects/23530|/subjects/39298|/subjects/26684|/subjects/39082|/subjects/30915|/subjects/41071|/subjects/40755|/subjects/22109|/subjects/24980|/subjects/35906|/subjects/30285|/subjects/33303|/subjects/35139|,/agents/people/40539|/agents/people/40789|,/agents/corporate_entities/6614|
/repositories/14/resources/8253,HVT-2895,,,eng,1994-03-21|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/39082|/subjects/37775|/subjects/23530|/subjects/24374|/subjects/24343|/subjects/28387|/subjects/25637|/subjects/23742|/subjects/26999|/subjects/27845|/subjects/37022|/subjects/25203|/subjects/38772|/subjects/24980|/subjects/32086|/subjects/34365|/subjects/31129|/subjects/36018|/subjects/30490|/subjects/33303|/subjects/23059|/subjects/35139|/subjects/32911|/subjects/35943|,/agents/people/40646|,/agents/corporate_entities/6633|
/repositories/14/resources/9243,HVT-0001,,,eng,1979-05-02|1979-09-19|,/subjects/31833|/subjects/25470|/subjects/34631|/subjects/36885|/subjects/25264|/subjects/25317|/subjects/31104|/subjects/24980|,/agents/people/67204|/agents/people/40474|,/agents/corporate_entities/6652|
/repositories/14/resources/8011,HVT-0451,,,eng,1984-05-19|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/41390|/subjects/36478|/subjects/26804|/subjects/40730|/subjects/22554|/subjects/23510|/subjects/22416|/subjects/26999|/subjects/39866|/subjects/27435|/subjects/24980|/subjects/32086|/subjects/22134|/subjects/34365|/subjects/30490|/subjects/23059|/subjects/32911|/subjects/35139|/subjects/31129|,/agents/people/70504|/agents/people/63224|,/agents/corporate_entities/6786|
/repositories/14/resources/10051,HVT-8061,,,eng,1987|1987-01-01|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/24980|,,/agents/corporate_entities/12966|
/repositories/14/resources/9738,HVT-2196,,,srp,1991-05-11|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/39082|/subjects/24374|/subjects/34072|/subjects/25290|/subjects/23328|/subjects/38492|/subjects/40136|/subjects/41576|/subjects/24980|/subjects/33303|/subjects/34716|/subjects/35139|/subjects/23017|/subjects/31037|/subjects/23300|,/agents/people/81600|,/agents/corporate_entities/6694|
/repositories/14/resources/6953,HVT-2381,,,eng,1991-01-31|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/22072|/subjects/31037|/subjects/28387|/subjects/39082|/subjects/23300|/subjects/40640|/subjects/33934|/subjects/38107|/subjects/35985|/subjects/27291|/subjects/25552|/subjects/31933|/subjects/26434|/subjects/24980|/subjects/32086|/subjects/40065|/subjects/33303|/subjects/35943|/subjects/30490|/subjects/35139|,/agents/people/40596|/agents/people/45068|,/agents/corporate_entities/6673|
/repositories/14/resources/9636,HVT-3969,,,eng,1998-09-18|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/26999|/subjects/39082|/subjects/37410|/subjects/39971|/subjects/34072|/subjects/32911|/subjects/25637|/subjects/27845|/subjects/24980|/subjects/32086|/subjects/34365|/subjects/31129|/subjects/35139|,/agents/people/40990|,/agents/corporate_entities/6643|
/repositories/14/resources/10309,HVT-1954,,,eng,1991-10-08|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/37286|/subjects/36512|/subjects/23300|/subjects/40600|/subjects/26497|/subjects/38278|/subjects/33986|/subjects/33470|/subjects/41689|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/26539|/subjects/35324|/subjects/23059|/subjects/36018|/subjects/30490|/subjects/33303|/subjects/32911|/subjects/35943|/subjects/35139|/subjects/41363|,/agents/people/41745|/agents/people/40458|,/agents/corporate_entities/6637|
/repositories/14/resources/9610,HVT-0646,,,eng,1985-06-23|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/41014|/subjects/39082|/subjects/26684|/subjects/32911|/subjects/30350|/subjects/37365|/subjects/38903|/subjects/23982|/subjects/24980|/subjects/31129|/subjects/33303|/subjects/35139|/subjects/35324|/subjects/40065|,,/agents/corporate_entities/6622|
/repositories/14/resources/6946,HVT-0216,,,eng,1983-07-19|1983-07-29|,/subjects/31833|/subjects/35425|/subjects/39714|/subjects/36885|/subjects/38610|/subjects/31104|/subjects/41459|/subjects/24980|/subjects/35906|/subjects/30285|/subjects/26087|,,/agents/corporate_entities/6671|
/repositories/14/resources/6881,HVT-3590,,,srp,1996-05-17|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/22405|/subjects/24047|/subjects/37775|/subjects/38492|/subjects/22072|/subjects/29782|/subjects/26817|/subjects/25275|/subjects/26945|/subjects/27856|/subjects/39591|/subjects/23510|/subjects/33146|/subjects/24980|/subjects/35139|/subjects/39713|/subjects/23059|/subjects/30490|,/agents/people/81600|,/agents/corporate_entities/12966|
/repositories/14/resources/6013,HVT-4255,,,fre,1999|1999-12-06|1999-12-09|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/37286|/subjects/31832|/subjects/39082|/subjects/38166|/subjects/25591|/subjects/29111|/subjects/26684|/subjects/31037|/subjects/39298|/subjects/31104|/subjects/40445|/subjects/25317|/subjects/23869|/subjects/23093|/subjects/24980|/subjects/32086|/subjects/35714|/subjects/40065|/subjects/33303|/subjects/35139|/subjects/35324|,/agents/people/40539|/agents/people/57153|,/agents/corporate_entities/6614|
/repositories/14/resources/7743,HVT-1057,,,eng,1987-05-28|1987-07-16|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/37286|/subjects/31734|/subjects/39082|/subjects/36226|/subjects/26684|/subjects/23530|/subjects/24374|/subjects/32911|/subjects/31543|/subjects/40600|/subjects/34202|/subjects/24980|/subjects/30490|/subjects/35139|/subjects/40065|,/agents/people/89647|/agents/people/45053|/agents/people/40471|,/agents/corporate_entities/6644|
/repositories/14/resources/8312,HVT-1407,,,spa,1990-10-23|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/22405|/subjects/38016|/subjects/41390|/subjects/36478|/subjects/39742|/subjects/40600|/subjects/38716|/subjects/26497|/subjects/26982|/subjects/28480|/subjects/30046|/subjects/32585|/subjects/23033|/subjects/22197|/subjects/29153|/subjects/24980|/subjects/35139|/subjects/31129|/subjects/24543|/subjects/26539|,/agents/people/40708|,/agents/corporate_entities/6688|
/repositories/14/resources/6364,HVT-1112,,,eng,1988-03-25|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/37286|/subjects/26159|/subjects/39082|/subjects/24374|/subjects/38166|/subjects/40600|/subjects/24980|/subjects/39199|/subjects/22339|/subjects/24543|/subjects/34716|/subjects/30490|/subjects/23059|/subjects/23300|,/agents/people/40639|/agents/people/40638|,/agents/corporate_entities/6713|
/repositories/14/resources/6767,HVT-4310,,,dut,2002-06-07|,/subjects/35854|/subjects/36885|/subjects/35425|/subjects/36084|/subjects/38574|/subjects/40482|/subjects/30848|/subjects/33351|/subjects/37775|/subjects/39082|/subjects/31037|/subjects/23300|/subjects/39298|/subjects/41071|/subjects/24797|/subjects/36784|/subjects/25030|/subjects/36745|/subjects/22646|/subjects/24980|/subjects/33303|/subjects/35139|/subjects/35943|,/agents/people/59507|,/agents/corporate_entities/6614|
/repositories/14/resources/6259,HVT-1542,,,eng,1990-10-23|,/subjects/25264|/subjects/36885|/subjects/25470|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/37286|/subjects/34492|/subjects/41014|/subjects/39082|/subjects/31104|/subjects/28262|/subjects/24980|/subjects/32086|/subjects/35714|/subjects/33303|/subjects/35139|/subjects/35943|/subjects/32911|,/agents/people/40458|,/agents/corporate_entities/6637|
/repositories/14/resources/7546,HVT-1811,,,heb,1985-11-20|1986-01-22|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/36226|/subjects/23328|/subjects/37410|/subjects/31037|/subjects/23300|/subjects/39082|/subjects/31104|/subjects/34930|/subjects/23385|/subjects/35222|/subjects/24980|/subjects/32086|/subjects/23059|/subjects/31379|/subjects/37459|/subjects/36018|/subjects/30490|/subjects/26539|/subjects/33891|/subjects/35139|,/agents/people/84030|/agents/people/47516|,/agents/corporate_entities/6624|
/repositories/14/resources/8439,HVT-0703,,,eng,1986-03-02|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/37286|/subjects/23569|/subjects/39082|/subjects/24374|/subjects/39681|/subjects/24343|/subjects/40600|/subjects/34733|/subjects/35771|/subjects/24980|,/agents/people/40656|/agents/people/45323|,/agents/corporate_entities/6622|
/repositories/14/resources/7964,HVT-0353,,,eng,1984-08-16|,/subjects/25264|/subjects/36885|/subjects/35425|/subjects/31833|/subjects/34631|/subjects/26804|/subjects/24806|/subjects/23640|/subjects/30827|/subjects/26999|/subjects/36478|/subjects/41390|/subjects/39971|/subjects/23328|/subjects/39082|/subjects/28387|/subjects/23300|/subjects/26179|/subjects/41324|/subjects/22405|/subjects/39742|/subjects/33741|/subjects/25637|/subjects/27845|/subjects/24524|/subjects/37319|/subjects/23056|/subjects/36784|/subjects/23093|/subjects/24932|/subjects/39436|/subjects/29961|/subjects/32194|/subjects/31794|/subjects/24980|/subjects/32086|/subjects/31129|/subjects/34365|/subjects/36485|/subjects/36419|/subjects/35943|/subjects/30490|,,/agents/corporate_entities/6656|
