uri,title
/subjects/35543,Neustadt in Holstein (Germany)
/subjects/29560,Ascoli Piceno (Italy)
/subjects/33881,Swolgen (Netherlands)
/subjects/35056,"Grójec (Województwo Mazowieckie, Poland)"
/subjects/39976,Warburg (Germany)
/subjects/27968,"Zhambyl (Zhambyl oblysy, Kazakhstan)"
/subjects/38664,Jews -- Ukraine -- Khust
/subjects/30254,Mohyliv-Podilʹsʹkyĭ (Ukraine)
/subjects/35406,Hlybokae (Belarus)
/subjects/40506,Bjelina (Croatia)
/subjects/31916,Białystok ghetto
/subjects/35955,Kuchava (Ukraine)
/subjects/33182,Zembin (Belarus)
/subjects/34647,Zalozhtsy (Ukraine)
/subjects/25056,Ulm (Germany)
/subjects/23881,Santa Cesarea Terme (Italy)
/subjects/22843,War crime trials -- Germany -- Frankfurt
/subjects/23751,"Opava (Severomoravskʹy kraj, Czech Republic)"
/subjects/34997,Svatusa (Slovakia)
/subjects/25685,Rotenburg an der Fulda (Germany)
/subjects/34094,Educators
/subjects/32843,Grabów nad Prosna (Poland)
/subjects/33244,Orynyn (Ukraine)
/subjects/24978,Aische-en-Refail (Belgium)
/subjects/26945,Prijedor (Bosnia and Herzegovina)
/subjects/39649,Brénod (France)
/subjects/31629,Valpovo (Croatia)
/subjects/35390,Sculptors
/subjects/38058,Saint-Pardoux-la-Rivière (France)
/subjects/23244,Hammelburg (Germany)
/subjects/37657,Merchant marine -- Hungary
/subjects/30192,Jews -- Segregation
/subjects/36945,Kosmaj Mountain (Serbia)
/subjects/29649,Jewish refugees -- Switzerland
/subjects/32005,Ventimiglia (Italy)
/subjects/22906,Landsberg am Lech (Germany)
/subjects/29537,"Falenica (Warsaw, Poland)"
/subjects/31804,Nalinnes (Belgium)
/subjects/33993,Broadstairs (England)
/subjects/35144,Lubaczów (Poland)
/subjects/37179,Jews -- Poland -- Otwock
/subjects/32681,Abertamy (Czech Republic)
/subjects/26292,"Raciąż (Województwo Mazowieckie, Poland)"
/subjects/38776,Jews -- Poland -- Częstochowa
/subjects/30346,Sougné-Remouchamps (Belgium)
/subjects/36338,Watou (Belgium)
/subjects/34305,"Písek (Jihočeský kraj, Czech Republic)"
/subjects/23839,Ebszőnybánya (Hungary)
/subjects/41205,Vilkija (Lithuania)
/subjects/25514,Nový Bydžov (Czech Republic)
/subjects/41655,Vergonsac (France)
/subjects/40947,Oščadnica (Slovakia)
/subjects/25144,Syria
/subjects/27179,Jews -- Poland -- Strzegowo-Osada
/subjects/31557,Trenčiansky kraj (Slovakia)
/subjects/25451,Majdan (Slovakia)
/subjects/28263,Łobżenica (Poland)
/subjects/27196,Sinkevichy (Belarus)
/subjects/34610,"Łęczna (Lublin, Poland)"
/subjects/29921,Siberia (Russia)
/subjects/38263,"Niederrad (Frankfurt am Main, Germany)"
/subjects/31941,Bucharest (Romania)
/subjects/35451,Płatkownica (Poland)
/subjects/29472,Ardennes
/subjects/40551,Ruzhanʹska Pushcha (Belarus)
/subjects/27895,Philippsburg (Germany)
/subjects/24610,Makhachkala (Russia)
/subjects/38633,Prisoners of War -- Canada
/subjects/29022,"Grodziec (Województwo Śląskie, Poland)"
/subjects/32814,Labor camps -- Soviet Union
/subjects/25328,Jews -- Belarus -- Slonim
/subjects/34493,Kroměříž (Czech Republic)
/subjects/38849,Varna (Bulgaria)
/subjects/41069,"London (England) -- History -- Bombardment, 1939-1945"
/subjects/23706,Graz (Austria)
/subjects/35328,Brașov (Romania)
/subjects/26154,Bad Nauheim (Germany)
/subjects/23356,Yagur (Israel)
/subjects/30080,Gleiwitz (Poland : Concentration camp)
/subjects/35778,"Węgorzewo (Województwo Warmińsko-Mazurskie, Poland)"
/subjects/30595,Jews -- Romania -- Simleul Silvaniei
/subjects/37250,Levallois-Perret (France)
/subjects/34885,Herne (Germany)
/subjects/40697,Potenza (Italy)
/subjects/26011,"World War, 1914-1918 -- Participation, Austro-Hungarian Monarchy"
/subjects/24885,Santiago (Chile)
/subjects/32951,"Siekierki (Mazowieckie, Poland)"
/subjects/22402,Pipaix (Belgium
/subjects/27600,Prisoners -- Religious life
/subjects/25152,Pawłowa (Poland)
/subjects/22697,Giurgiu (Romania : Județ)
/subjects/31111,Montluel (France)
/subjects/30350,Hungary
/subjects/39872,Subjel (Serbia)
/subjects/23086,Rinteln (Germany)
/subjects/24743,Salzwedel (Germany)
/subjects/29171,Patra (Greece)
/subjects/30700,Jews -- Hungary -- Karcag (Szolnok Megye)
/subjects/40402,Malmö (Sweden)
/subjects/35017,"Hořejší Vrchlabí (Vrchlabí, Czech Republic)"
/subjects/30215,Astrakhanʹ (Russia)
/subjects/38625,Lotte (Germany)
/subjects/24606,Ely (England)
/subjects/29464,Cheli︠a︡binsk (Russia)
/subjects/40814,Prisoners of War -- Soviet Union
/subjects/37929,Talʹne (Ukraine)
/subjects/28625,"Gymnich (Erftstadt, Germany)"
/subjects/35914,Podunajské Biskupice (Czechoslovakia)
/subjects/31404,Lebbeke (Belgium)
/subjects/31054,Annecy (France)
/subjects/33069,Koliba (Slovakia)
/subjects/36791,War crime trials -- France -- Lyon
/subjects/39464,Hove (England)
/subjects/37753,Velikiy Rakovets (Ukraine)
/subjects/30096,Wadowice (Poland)
/subjects/24485,"World War, 1939-1945 -- Underground movements -- Polish"
/subjects/23340,"Rivne (Zakarpatsʹka oblastʹ, Ukraine)"
/subjects/26142,Argelès (France)
/subjects/32551,Jews -- Ukraine -- Popovtsy
/subjects/37303,Gołębiewo (Poland)
/subjects/23710,Lebanon
/subjects/22802,War crime trials -- Germany -- Potsdam
/subjects/31687,Srem (Serbia and Croatia)
/subjects/33340,Decize (France)
/subjects/36512,Jews -- Poland -- Warsaw
/subjects/22101,Le Chambon-sur-Lignon (France)
/subjects/32802,"World War, 1939-1945 -- Evacuation of civilians -- United States"
/subjects/33710,Valdieri (Italy)
/subjects/27616,War crime trials -- Germany -- Frankfurt am Main
/subjects/39608,Melk (Austria)
/subjects/36007,Medvezhʹegorsk (Russia)
/subjects/41090,Landskrona (Sweden)
/subjects/33655,Belœil (Belgium)
/subjects/31392,Motion pictures -- Production and direction
/subjects/25781,Ménestreau (France)
/subjects/40681,Pohronská Polhora (Slovakia)
/subjects/26457,Tekovské Lužany (Slovakia)
/subjects/34893,Draft -- United States
/subjects/37246,Regensburg (Germany)
/subjects/29258,Ghettos -- Escapes
/subjects/23655,"World War, 1939-1945 -- Prisoners and prisons, Soviet"
/subjects/26683,Očová (Slovakia)
/subjects/35555,Roubaix (France)
/subjects/37092,Newark (N.J.)
/subjects/30307,Zvenigorodka (Ukraine)
/subjects/25806,Deszno (Poland)
/subjects/24714,Krušovce (Slovakia)
/subjects/34344,"World War, 1914-1918 -- Personal narratives, Russian"
/subjects/33481,Koblenz (Germany)
/subjects/39576,Ľupča (Slovakia)
/subjects/27138,Wépion (Belgium)
/subjects/28222,Tyrol (Austria)
/subjects/34201,Rochefort (France)
/subjects/39063,Puigcerdá (Spain)
/subjects/34651,Chetnik movement
/subjects/35943,Postwar effects
/subjects/28672,Famines -- Ukraine -- History -- 20th Century
/subjects/30612,Salem (Mass.)
/subjects/40510,Guzar (Uzbekistan)
/subjects/35410,Rimavská Sec (Slovakia)
/subjects/24651,Padborg (Denmark)
/subjects/30868,"Illint︠s︡i (Vinnyt︠s︡ʹka oblastʹ, Ukraine)"
/subjects/31280,Hammerstein (Germany)
/subjects/41478,Plymouth (England)
/subjects/26816,Novska (Croatia)
/subjects/32506,Saint Gall (Switzerland)
/subjects/26400,Spišská Stará Ves (Slovakia)
/subjects/32013,"World War, 1939-1945 -- Jewish resistance -- France"
/subjects/24597,Leles (Slovakia)
/subjects/23252,Sni͡atyn (Ukraine)
/subjects/31795,Celle (Germany)
/subjects/22443,"Tampico (Tamaulipas, Mexico)"
/subjects/33252,Barkhausen an der Porta (Germany)
/subjects/31078,Vilna (Poland)
/subjects/35892,Bar (Ukraine)
/subjects/36247,Żyrardów (Poland)
/subjects/25191,Katzenfurt (Germany)
/subjects/30669,Rostock (Germany)
/subjects/27905,Serradifalco (Italy)
/subjects/25938,Tarnowskie Gory (Poland)
/subjects/30239,Laufenselden (Germany)
/subjects/23415,Dorogobuzhskiĭ raĭon (Russia)
/subjects/37513,Refugees
/subjects/23550,"Stryków (Łódź, Poland)"
/subjects/35484,Aube (France)
/subjects/32341,Judaism (Christian theology)
/subjects/23803,Eišiškės (Lithuania)
/subjects/22711,Kurima (Slovakia)
/subjects/27513,"Bindermichl (Linz, Austria)"
/subjects/31097,Orly (France)
/subjects/35257,Tolcsva (Hungary)
/subjects/32592,Pilipets (Ukraine)
/subjects/29274,Jews -- Poland -- Ozorków
/subjects/36882,Westgate-on-Sea (England)
/subjects/29624,Batizovce (Slovakia)
/subjects/34915,Malinovo (Slovakia)
/subjects/27790,Trelleborg (Sweden)
/subjects/26882,Banská Belá (Slovakia)
/subjects/39274,"Finkenwerder (Hamburg, Germany)"
/subjects/25257,Gauting (Germany)
/subjects/38936,Krevo (Belarus)
/subjects/26928,"Dobczyce (Kraków, Poland)"
/subjects/31701,"Zemun (Belgrade, Serbia)"
/subjects/34503,"World War, 1939-1945 -- Participation, Belgian"
/subjects/25742,Weddings
/subjects/39761,Gerovo (Croatia)
/subjects/27285,Parthenay (France)
/subjects/34153,Apagy (Hungary)
/subjects/30110,"Kalininsʹke (Khersonsʹka oblastʹ, Ukraine)"
/subjects/38520,Süttő (Hungary)
/subjects/24503,"Cazères (Haute-Garonne, France)"
/subjects/40212,Meppel (Netherlands)
/subjects/22984,Groningen (Netherlands)
/subjects/38170,Myślibórz (Poland)
/subjects/28873,Tarvisio (Italy)
/subjects/32087,Chișinău (Moldova)
/subjects/30794,Vištuk (Slovakia)
/subjects/23442,Rona de Sus (Romania)
/subjects/26640,Wetzlar (Germany)
/subjects/37401,"Wieluń (Łódź, Poland)"
/subjects/32603,Jews -- Hungary -- Tótkomlós
/subjects/33911,Jews -- Poland -- Wieliczka
/subjects/22253,Janów Lubelski (Poland)
/subjects/41287,Jews -- Poland -- Dąbrowa Górnicza
/subjects/34387,Loosdrechtsche Plassen (Netherlands)
/subjects/22603,"Scharnhorst-Ost (Dortmund, Germany)"
/subjects/33012,Copalnic Mănăștur (Romania)
/subjects/29809,Ilʹi︠a︡ (Byelorussian S.S.R.)
/subjects/37817,"World War, 1939-1945 -- Personal narratives, Yugoslav"
/subjects/34692,War crime trials -- Germany -- Düsseldorf
/subjects/31490,Gau-Algesheim (Germany)
/subjects/36355,Bilthoven (Netherlands)
/subjects/22746,Menton (France)
/subjects/35129,Ciechocinek (Poland)
/subjects/40183,Polatsk (Belarus)
/subjects/33854,Smarhonʹ (Belarus)
/subjects/35579,Chmiňany (Slovakia)
/subjects/40479,Péruwelz (Belgium)
/subjects/25650,Panama
/subjects/39673,Neumarkt in der Oberpfalz (Germany)
/subjects/28062,Kragujevac (Serbia)
/subjects/33784,Jews -- Romania -- Dej
/subjects/40750,Loro Piceno (Italy)
/subjects/24411,Mýtna Nová Ves (Slovakia)
/subjects/29223,Maarsbergen (Netherlands)
/subjects/28824,Karoūsian (Greece)
/subjects/26093,Öhringen (Germany)
/subjects/37378,Soviet Union
/subjects/37682,Mezőcsát (Hungary)
/subjects/26569,Otwock (Poland)
/subjects/34104,"Forchheim (Oberfranken, Germany)"
/subjects/39736,Uvaly (Czech Republic)
/subjects/27682,Albi (France)
/subjects/32879,Kassel (Germany)
/subjects/25345,Breiselang (Germany)
/subjects/31039,Estonia
/subjects/27417,Les Lilas (France)
/subjects/23907,Limburg (Netherlands)
/subjects/39059,Beli Manastir (Croatia)
/subjects/25580,ʻAtlit (Israel)
/subjects/35979,Povorsk (Ukraine)
/subjects/40480,Zgierz (Poland)
/subjects/23454,Vela Luka (Croatia)
/subjects/29059,Antisemitism -- United States
/subjects/37552,Albigowa (Poland)
/subjects/23511,Tomášov (Slovakia)
/subjects/23842,"Steglitz (Berlin, Germany)"
/subjects/31486,Bernolákovo (Slovakia)
/subjects/35996,Sarnano (Italy)
/subjects/34684,Jews -- Poland -- Vilna
/subjects/27102,Güntersberge (Germany)
/subjects/40316,India
/subjects/23638,Richmond (England)
/subjects/24407,Valls (Spain)
/subjects/32029,Praszka (Poland)
/subjects/36969,Kopaonik Mountains (Serbia and Kosovo)
/subjects/38074,Jews -- Poland -- Ostrów Lubelski
/subjects/23792,Jews -- Romania -- Cluj-Napoca
/subjects/37381,Jachcice (Poland)
/subjects/25216,Mechelen (Belgium)
/subjects/33792,Uccle (Belgium)
/subjects/33268,Verona (Italy)
/subjects/39370,Popovtsy (Ukraine)
/subjects/31740,Algiers (Algeria)
/subjects/41442,Kerecsend (Hungary)
/subjects/38998,Aachen (Germany)
/subjects/25703,Šibenik (Croatia)
/subjects/38832,Wiesbaden (Germany)
/subjects/41012,Weikersheim (Germany)
/subjects/23287,Jews -- Poland -- Biecz
/subjects/28998,Lakhva (Belarus)
/subjects/37694,Škofja Loka (Slovenia)
/subjects/40253,Wespelaar (Belgium)
/subjects/38131,Koronowo (Poland)
/subjects/28832,Bologna (Italy)
/subjects/34811,Saint-Honoré (France)
/subjects/23403,Jewish refugees -- Great Britain
/subjects/37440,"Laren (North Holland, Netherlands)"
/subjects/32642,Maisons-Laffitte (France)
/subjects/23950,Kiskunhalas (Hungary)
/subjects/31594,Saint-Georges-sur-Meuse (Belgium)
/subjects/41696,Garwolin (Poland)
/subjects/34283,Melsbroek (Belgium)
/subjects/27155,Bacteriologists
/subjects/34779,Portugal
/subjects/33116,Valozhyn (Belarus)
/subjects/25538,Bad Dürrheim (Germany)
/subjects/22707,OSE
/subjects/23815,Jews -- Poland -- Starachowice
/subjects/24779,Château-d'Oex (Switzerland)
/subjects/27856,Žepče (Bosnia and Herzegovina : Općina)
/subjects/40068,Budva (Montenegro)
/subjects/23546,Constanța (Romania)
/subjects/32707,Württemberg (Germany)
/subjects/37505,Zolotyĭ Potik (Ukraine)
/subjects/31202,Montfermeil (France)
/subjects/28023,Jews -- Poland -- Sieniawa (Przemyśl)
/subjects/41100,"Saint-Raphaël (Var, France)"
/subjects/31652,Hainaut (Belgium)
/subjects/30940,Orthodox Eastern converts
/subjects/39798,Brens (France : Internment camp)
/subjects/28920,Asti (Italy)
/subjects/40711,Libiąż (Poland)
/subjects/29798,"World War, 1939-1945 -- Romanies -- Rescue"
/subjects/29262,Jews -- Poland -- Radom (Radom)
/subjects/35241,Lérida (Spain)
/subjects/28865,Voroshilov brigade
/subjects/29777,Politische Abteilung (Auschwitz)
/subjects/38166,Sisters
/subjects/37293,"Indonesia -- History -- Japanese occupation, 1942-1945 -- Personal narratives, Dutch"
/subjects/35304,Homelʹ (Belarus)
/subjects/40204,Labach (Ukraine)
/subjects/38536,"World War, 1939-1945 -- Participation, Czech"
/subjects/34145,Jews -- Poland -- Wadowice
/subjects/28166,Jews -- Ukraine -- Z︠H︡ytomyr
/subjects/27769,Zittau (Germany)
/subjects/22091,Québec (Québec)
/subjects/38865,Korchëvka (Ukraine)
/subjects/25754,"World War, 1939-1945 -- Personal narratives, Belorussian"
/subjects/31347,Novaya Vodolaga (Ukraine)
/subjects/36482,"Náchod (Východoceský kraj, Czech Republic)"
/subjects/25304,Dorset (England)
/subjects/31717,Bijeljna (Bosnia and Hercegovina)
/subjects/38921,Smolensk (Russia)
/subjects/28022,Holubyne (Ukraine)
/subjects/25240,Ruda Pabianicka (Poland)
/subjects/39799,Ruscova (Romania)
/subjects/26895,Prisoners of War -- French
/subjects/34451,Trenčianské Teplice (Slovakia)
/subjects/33394,Dąbie (Poland)
/subjects/24001,Mirandola (Italy)
/subjects/37787,Jews -- Slovakia -- Košice
/subjects/23394,Weirzbica (Poland)
/subjects/32585,Palestine
/subjects/37768,Radashkovichy (Belarus)
/subjects/28864,Ostrogozhsk (Russia)
/subjects/34847,Chalanyets (Belarus)
/subjects/26179,"World War, 1939-1945 -- Underground movements -- France"
/subjects/23681,Jews -- Hungary -- Hajduböszörmény
/subjects/40205,Jews -- Ukraine -- Kopychynt︠s︡i
/subjects/26529,Charukuv (Ukraine)
/subjects/24514,Sexual harassment
/subjects/33681,Siena (Italy)
/subjects/28167,Concentration camp inmates -- Escapes
/subjects/22090,Draft
/subjects/31716,Svilengrad (Bulgaria)
/subjects/39326,"Israel-Arab War, 1948-1949 -- Personal narratives, Israeli"
/subjects/24797,Poperinge (Belgium)
/subjects/27011,Šumiac (Slovakia)
/subjects/36250,Skhidnyt︠s︡i︠a︡ (Ukraine)
/subjects/31595,Zámutov (Slovakia)
/subjects/25186,Jews -- Ukraine -- Brzez︠h︡any
/subjects/40985,Slonim (Belarus)
/subjects/33052,Poland -- Emigration and immigration
/subjects/33547,Herceg-Novi (Montenegro)
/subjects/34778,Cherkasy (Ukraine)
/subjects/36745,Merkem (Belgium)
/subjects/29849,Kramyanitsa (Belarus)
/subjects/25493,Tukums (Latvia)
/subjects/36315,Meulan (France)
/subjects/24778,Breznica (Slovakia)
/subjects/26745,Radogoszcz (Poland)
/subjects/40593,ʻEn Ḥarod (Israel)
/subjects/32356,"Chernyt︠s︡i︠a︡ (Lʹvivsʹka oblastʹ, Ukraine)"
/subjects/35493,Bernburg (Germany)
/subjects/37154,Jews -- Hungary -- Kisvárda
/subjects/23547,Caves
/subjects/26315,Beersheba (Israel)
/subjects/31829,Gyönk (Hungary)
/subjects/28976,Kup'i︠a︡nsʹk (Ukraine)
/subjects/29664,Osijek (Croatia)
/subjects/24056,Vsetín (Czech Republic)
/subjects/28425,Cervino (Italy)
/subjects/22478,Glénic (France)
/subjects/27380,Eisenach (Germany)
/subjects/32881,Jews -- Tunisia
/subjects/36084,"World War, 1939-1945 -- Personal narratives, Belgian"
/subjects/22497,Panino (Russia)
/subjects/39371,"World War, 1939-1945 -- Underground movements -- Greece"
/subjects/41443,Nógrád (Hungary)
/subjects/26987,Oldenburg (Germany)
/subjects/33286,Senec (Slovakia)
/subjects/31311,Lyubanʹ (Belarus)
/subjects/28130,Evian-les-Bains (France)
/subjects/24543,Soviet occupation
/subjects/40252,"World War, 1939-1945 -- Prisoners and prisons, Italian"
/subjects/26084,Emmendingen (Germany)
/subjects/32497,"Nikolaev (Nikolaevskai︠a︡ oblastʹ, Ukraine)"
/subjects/28833,Jews -- Poland -- Staszów
/subjects/35702,"Israel-Arab War, 1973 -- Personal narratives"
/subjects/39408,Coburg (Germany)
/subjects/27416,Photographers -- France -- Exhibitions
/subjects/33005,Saint-Mandé (France)
/subjects/27046,Kremnica (Slovakia)
/subjects/39058,"Kaliningrad (Kaliningradskai︠a︡ oblastʹ, Russia)"
/subjects/33455,Kolomyi︠a︡ (Ukraine)
/subjects/37945,Wojcieszów (Poland)
/subjects/28649,"Stalingrad, Battle of, Volgograd, Russia, 1942-1943 -- Personal narrative"
/subjects/35978,Chmelov (Slovakia)
/subjects/31192,Stepan (Ukraine)
/subjects/40878,Ricse (Hungary)
/subjects/25581,Penza (Russia)
/subjects/38219,Mainz-Bingen (Germany)
/subjects/32614,Staré Hory (Slovakia)
/subjects/29408,Vazerac (France)
/subjects/23005,Jews -- Poland -- Miechów
/subjects/38649,Villers-la-Ville (Belgium)
/subjects/35581,Kalnik Mountain (Croatia)
/subjects/31891,Novaya Myshʹ (Belarus)
/subjects/30783,Anschluss
/subjects/25997,Escapes -- France
/subjects/26342,Jasło (Poland)
/subjects/32751,Chinon (France)
/subjects/23510,Austria
/subjects/32301,Ardèche (France)
/subjects/31487,Novi Sad (Serbia)
/subjects/22751,Zaragoza (Spain)
/subjects/27553,Czech Republic
/subjects/35997,Rötz (Germany)
/subjects/25651,Shoah (Motion picture)
/subjects/24943,Orşova (Romania)
/subjects/32897,Jews -- Belarus -- Brest
/subjects/33785,Egypt
/subjects/27396,"Loznitsa (Minsk Oblast, Belarus)"
/subjects/39222,"Holocaust, Jewish (1939-1945) -- Moral and ethical aspects"
/subjects/25201,Traun (Austria)
/subjects/30900,"Kłodawa (Województwo wielkopolskie, Poland)"
/subjects/34410,Donets Basin (Ukraine and Russia)
/subjects/41510,"Kotor, Gulf of (Montenegro)"
/subjects/24040,Nevers (France)
/subjects/32194,England
/subjects/38599,"World War, 1939-1945 -- Prisoners and prisons, Belarusian"
/subjects/40751,Belozër'ye (Ukraine)
/subjects/38433,Khotyn (Ukraine)
/subjects/30003,Rabbinical seminaries
/subjects/35201,Caylus (France)
/subjects/35714,Hungarian occupation
/subjects/38126,"World War, 1939-1945 -- Underground movements, Dutch"
/subjects/35344,Zlatopolʹ (Ukraine)
/subjects/24555,Montbrun (France)
/subjects/23290,Li︠u︡banski rai︠o︡n (Belarus)
/subjects/36991,"Garda, Lake (Italy)"
/subjects/28126,Ostróda (Poland)
/subjects/24806,Jewish children in the Holocaust
/subjects/31307,Lututów (Poland)
/subjects/26991,"Chlewiska (Województwo Mazowieckie, Poland)"
/subjects/22252,Jews -- Lithuania -- Švenčionys
/subjects/25597,Jews -- Belarus -- Korelichi
/subjects/36641,Yanushpolʹ (Ukraine)
/subjects/34386,Bern (Switzerland)
/subjects/27400,Jews -- Ukraine -- Kremenet︠s︡ʹ
/subjects/33506,Crailsheim (Germany)
/subjects/25128,Quakers
/subjects/35981,Kozlov (Ukraine)
/subjects/22747,Topusko (Croatia)
/subjects/36354,"Karlivka (Poltavsʹka oblastʹ, Ukraine)"
/subjects/31491,Apa (Romania)
/subjects/27816,Utena (Lithuania)
/subjects/26704,Pusté (Slovakia)
/subjects/40028,Siemiatycze (Poland)
/subjects/35082,Vyhne (Slovakia)
/subjects/40182,Tauragė (Lithuania)
/subjects/29275,Barbazan (France)
/subjects/40356,"World War, 1939-1945 -- Personal narratives, American"
/subjects/24447,Braine-le-Comte (Belgium)
/subjects/23382,"World War, 1939-1945 -- Underground movements -- Bulgaria"
/subjects/28937,Dolné Saliby (Slovakia)
/subjects/33382,Slivník (Slovakia)
/subjects/26883,War crime trials -- Canada
/subjects/22593,Taranto (Italy)
/subjects/34017,Novosokolniki (Russia)
/subjects/39625,Petropavlovsk-Kamchatskiĭ (Russia)
/subjects/31215,"World War, 1939-1945 -- Personal narratives, Austrian"
/subjects/33228,Podskalka (Slovakia)
/subjects/31700,Cephalonia (Greece : Municipality)
/subjects/41402,Ziegenhain (Germany : Kreis)
/subjects/39760,Mesum (Germany)
/subjects/32985,"Rafalivka (Manevyt︠s︡ʹkyĭ raĭon, Ukraine)"
/subjects/34152,Gąbin (Poland)
/subjects/27284,Kuršumlija (Serbia)
/subjects/40213,Włoszczowa (Poland)
/subjects/24152,Passive resistance
/subjects/38171,Grenade-sur-l'Adour (France)
/subjects/29760,Jews -- Ukraine -- Peremyshli︠a︡ny
/subjects/28872,Mszczonów (Poland)
/subjects/32086,Child survivors
/subjects/26495,Amandola (Italy)
/subjects/35893,Cieszanów (Poland)
/subjects/41681,Sevenum (Netherlands)
/subjects/28258,Štrba (Slovakia)
/subjects/31583,War crime trials -- Poland
/subjects/39019,Borinka (Slovakia)
/subjects/36616,Małkinia (Poland)
/subjects/35190,Public opinion -- Germany
/subjects/32655,"Holocaust, Jewish (1939-1945), in literature"
/subjects/26246,Bekkevoort (Belgium)
/subjects/38258,Granice (Poland)
/subjects/25893,Port-Vendres (France)
/subjects/37457,Deux-Sèvres (France)
/subjects/37007,Jews -- Romania -- Bistrița
/subjects/33802,Opalin (Ukraine)
/subjects/26303,Prisoners of War -- Egypt
/subjects/40585,"World War, 1939-1945 -- Prisoners and prisons, Ukrainian"
/subjects/27841,"Petržalka (Bratislava, Slovakia)"
/subjects/23802,Izmaïl (Ukraine)
/subjects/31096,Lut︠s︡ʹk (Ukraine)
/subjects/36753,"Vítkovice (Ostrava, Czech Republic)"
/subjects/27142,Kupna (Poland)
/subjects/24980,Oral histories (document genres)
/subjects/41479,Jews -- Poland -- Maków Mazowiecki
/subjects/36544,Family
/subjects/26817,Children -- Death
/subjects/41029,Shpola (Ukraine)
/subjects/40792,Ternopilʹ (Ukraine)
/subjects/26544,Kerets'ky (Ukraine)
/subjects/23746,Radyvyliv (Ukraine)
/subjects/22854,Forced labor -- Soviet Union -- History -- 20th Century
/subjects/37355,Deneshi (Ukraine)
/subjects/30490,Aid by non-Jews
/subjects/35368,Strelka (Belarus)
/subjects/37705,Stuttgart (Germany)
/subjects/28809,Stepfathers
/subjects/35738,Ni︠a︡sviz︠h︡ (Belarus)
/subjects/22911,Karditsa (Greece)
/subjects/32012,Bukachivt͡si (Ukraine)
/subjects/36952,Trials -- Germany
/subjects/37640,Saint-Martin-Vésubie (France)
/subjects/32911,Refugee camps
/subjects/27210,Ambleteuse (France)
/subjects/31794,Israel
/subjects/34596,Dachau (Germany : Concentration camp)
/subjects/41496,Bobrovček (Slovakia)
/subjects/32291,Fancsika (Hungray)
/subjects/26378,Bad Fallingbostel (Germany)
/subjects/24345,Saint-Apollinaire-de-Rias (France)
/subjects/30756,Zielona Góra (Poland)
/subjects/37093,Jews -- Poland -- Radomsko
/subjects/37139,Nováky (Slovakia)
/subjects/40004,Ronquières (Belgium)
/subjects/26728,"World War, 1939-1945 -- Prisoners and prisons, Spanish"
/subjects/24715,Psychoanalysts
/subjects/27569,Sirotino (Belarus)
/subjects/22291,Bilzen (Belgium)
/subjects/29824,Baltiĭsk (Russia)
/subjects/35807,Stockholm (Sweden)
/subjects/40907,Bakers
/subjects/41615,Trnovec nad Váhom (Slovakia)
/subjects/25104,Avilley (France)
/subjects/31517,Villefagnan (France)
/subjects/25411,Panariai (Lithuania)
/subjects/39432,Zionist activites
/subjects/41300,Bollène (France)
/subjects/39062,Jarosław (Poland)
/subjects/25041,I︠A︡sini︠a︡ (Ukraine)
/subjects/28389,Sinevir-Polyana (Ukraine)
/subjects/34650,Szczecin (Poland)
/subjects/29961,Spain
/subjects/28673,Hospitals in Jewish ghettos
/subjects/27586,Baška Voda (Croatia)
/subjects/39598,Paderborn (Germany)
/subjects/31901,Zug (Switzerland)
/subjects/38673,"Bielawa (Wałbrzych, Poland)"
/subjects/33896,"Kurów (Lublin, Poland)"
/subjects/26397,"World War, 1939-1945 -- Collaborationists -- Poland"
/subjects/38389,Thy-le-Chat̂eau (Belgium)
/subjects/40141,Chile
/subjects/30097,Calas (France)
/subjects/37752,Convents -- Germany
/subjects/32550,Educators
/subjects/40395,Kalwaria Zebrzydowska (Poland)
/subjects/26513,"World War, 1939-1945 -- Underground movements -- Croatia"
/subjects/25295,Plovdiv (Bulgaria)
/subjects/36143,Andrésy (France)
/subjects/26840,Kraśnik (Poland)
/subjects/36513,Orphanages -- Romania -- Bucharest
/subjects/33711,Tykocin (Poland)
/subjects/27302,Male rape
/subjects/31239,Svir (Belarus)
/subjects/32946,Gręboszów (Poland)
/subjects/24892,Congo (Democratic Republic)
/subjects/31393,Popovtse (Ukraine)
/subjects/26006,Political prisoners -- Italy
/subjects/38018,Czechowice-Dziedzice (Poland)
/subjects/29609,Sherbrooke (Québec)
/subjects/26456,"Charlottenburg (Berlin, Germany)"
/subjects/23654,"Bolesławiec (Województwo Dolnośląskie, Poland)"
/subjects/22946,"Kuzmice (Košický kraj, Slovakia)"
/subjects/37247,Slavonia (Croatia)
/subjects/22696,Bačka Topola (Serbia)
/subjects/31540,Szentendre (Hungary)
/subjects/36285,Miechocin (Poland)
/subjects/34742,Dormitz (Germany)
/subjects/31110,Jews -- Poland -- Radzivilov
/subjects/38761,Opole (Poland)
/subjects/24742,Bobowa (Poland)
/subjects/37494,Women political prisoners
/subjects/32696,Przytyk (Poland)
/subjects/29170,Angoulême (France)
/subjects/24312,Sinyavka (Belarus)
/subjects/30701,Newhaven (England)
/subjects/31813,Aleksandrów Kujawski (Poland)
/subjects/35503,Hrádok (Slovakia)
/subjects/32229,Carei (Romania)
/subjects/29465,Bergen (Germany)
/subjects/23592,Exeter (England)
